"Внешний код";"Наименование элемента";"Артикул [ARTNUMBER]";"Бренд [MANUFACTURER]";"Название раздела";"Название раздела";"Название раздела";"Цена ""Розничная цена""";"Валюта для цены ""Розничная цена"""
"00-00005732";"Светильник трековый однофазный TL28";"005732";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"4885.00";"RUB"
"00-00005733";"Светильник трековый однофазный TL28";"005733";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"4885.00";"RUB"
"00-00005734";"Светильник трековый однофазный TL28";"005734";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"4885.00";"RUB"
"00-00005817";"Светильник трековый однофазный TL28";"005817";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"2950.00";"RUB"
"09-00900060";"Светильник трековый однофазный TL51";"900060";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"1439.00";"RUB"
"00-00002169";"Светильник трековый однофазный TL51";"002169";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"1439.00";"RUB"
"09-00900059";"Светильник трековый однофазный TL51";"900059";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"1439.00";"RUB"
"00-00002450";"Светильник трековый однофазный TL51";"002450";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"1439.00";"RUB"
"00-00001804";"Светильник трековый однофазный TL51";"001804";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"2336.00";"RUB"
"09-00900058";"Светильник трековый однофазный TL51";"900058";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"2336.00";"RUB"
"09-00900057";"Светильник трековый однофазный TL51";"900057";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"2336.00";"RUB"
"00-00001150";"Светильник трековый однофазный TL51";"001150";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"2336.00";"RUB"
"00-00000562";"Светильник трековый однофазный TL53";"000562";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"3437.00";"RUB"
"00-00000563";"Светильник трековый однофазный TL53";"000563";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"4044.00";"RUB"
"00-00001155";"Светильник трековый однофазный TL53";"001155";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"3437.00";"RUB"
"00-00002033";"Светильник трековый однофазный TL53";"002033";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"3437.00";"RUB"
"00-00001156";"Светильник трековый однофазный TL53";"001156";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"4044.00";"RUB"
"00-00001157";"Светильник трековый однофазный TL53";"001157";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"4044.00";"RUB"
"00-00002453";"Светильник трековый однофазный TL55";"002453";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"1734.00";"RUB"
"00-00002454";"Светильник трековый однофазный TL55";"002454";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"1734.00";"RUB"
"00-00003076";"Светильник трековый однофазный TL58";"003076";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"4047.00";"RUB"
"";"";"";"";"Акция";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";""
"00-00003077";"Светильник трековый однофазный TL58";"003077";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"4047.00";"RUB"
"";"";"";"";"Акция";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";""
"00-00003078";"Светильник трековый однофазный TL58";"003078";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"4047.00";"RUB"
"00-00003079";"Светильник трековый однофазный TL58";"003079";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"4047.00";"RUB"
"00-00003080";"Светильник трековый однофазный TL58";"003080";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"4047.00";"RUB"
"00-00003081";"Светильник трековый однофазный TL58";"003081";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"4047.00";"RUB"
"00-00003082";"Светильник трековый однофазный TL58";"003082";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"3917.00";"RUB"
"";"";"";"";"Акция";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";""
"00-00003083";"Светильник трековый однофазный TL58";"003083";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"3917.00";"RUB"
"00-00003160";"Светильник трековый однофазный TL58";"003160";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"5298.00";"RUB"
"00-00003161";"Светильник трековый однофазный TL58";"003161";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"5298.00";"RUB"
"00-00003194";"Светильник трековый однофазный TL58";"003194";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"3917.00";"RUB"
"";"";"";"";"Акция";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";""
"00-00005433";"Светильник трековый однофазный TL58";"005433";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"3917.00";"RUB"
"00-00003084";"Светильник трековый однофазный TL63";"003084";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"3917.00";"RUB"
"00-00003086";"Светильник трековый однофазный TL63";"003086";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"3917.00";"RUB"
"00-00003087";"Светильник трековый однофазный TL63";"003087";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"3917.00";"RUB"
"00-00003088";"Светильник трековый однофазный TL63";"003088";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"3917.00";"RUB"
"";"";"";"";"Акция";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";""
"00-00013660";"Светильник-книжка дарклайт SY-LINK";"013660";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"5036.00";"RUB"
"00-00013661";"Светильник-книжка дарклайт SY-LINK";"013661";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"5036.00";"RUB"
"00-00013662";"Светильник-книжка дарклайт SY-LINK";"013662";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"5036.00";"RUB"
"00-00013663";"Светильник-книжка дарклайт SY-LINK";"013663";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"5036.00";"RUB"
"00-00013664";"Светильник-книжка дарклайт SY-LINK";"013664";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"6937.00";"RUB"
"00-00013665";"Светильник-книжка дарклайт SY-LINK";"013665";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"6937.00";"RUB"
"00-00013666";"Светильник-книжка дарклайт SY-LINK";"013666";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"6937.00";"RUB"
"00-00013667";"Светильник-книжка дарклайт SY-LINK";"013667";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"6937.00";"RUB"
"00-00013676";"Светильник-спот светодиодный SY-LINK";"013676";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"4522.00";"RUB"
"00-00013678";"Светильник-спот светодиодный SY-LINK";"013678";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"4522.00";"RUB"
"00-00013679";"Светильник-спот светодиодный SY-LINK";"013679";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"4522.00";"RUB"
"00-00013680";"Светильник-спот светодиодный SY-LINK";"013680";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"4522.00";"RUB"
"00-00013681";"Светильник-спот светодиодный SY-LINK";"013681";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"4882.00";"RUB"
"00-00013682";"Светильник-спот светодиодный SY-LINK";"013682";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"4882.00";"RUB"
"00-00013683";"Светильник-спот светодиодный SY-LINK";"013683";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"4882.00";"RUB"
"00-00013684";"Светильник-спот светодиодный SY-LINK";"013684";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"4882.00";"RUB"
"00-00013685";"Светильник-спот светодиодный SY-LINK";"013685";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"6680.00";"RUB"
"00-00013686";"Светильник-спот светодиодный SY-LINK";"013686";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"6680.00";"RUB"
"00-00013687";"Светильник-спот светодиодный SY-LINK";"013687";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"6680.00";"RUB"
"00-00013688";"Светильник-спот светодиодный SY-LINK";"013688";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"6680.00";"RUB"
"00-00013693";"Светильник-шар подвесной SY-LINK";"013693";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"7965.00";"RUB"
"00-00013694";"Светильник-шар подвесной SY-LINK";"013694";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"7965.00";"RUB"
"00-00004036";"Светодинамическая подсветка лестниц";"004036";"SWG";"Управление светом";"Датчики";"Контроллеры подсветки";"15788.00";"RUB"
"00-00005440";"Светодиод для MINI-VILLY";"005440";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"566.00";"RUB"
"";"";"";"";"Светильники";"VILLY";"";"";""
"00-00005441";"Светодиод для MINI-VILLY";"005441";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"566.00";"RUB"
"";"";"";"";"Светильники";"VILLY";"";"";""
"00-00005236";"Светодиод для VILLY";"005236";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"10100.00";"RUB"
"";"";"";"";"Светильники";"VILLY";"";"";""
"00-00005439";"Светодиод для VILLY";"005439";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"896.00";"RUB"
"";"";"";"";"Светильники";"VILLY";"";"";""
"00-00005438";"Светодиод для VILLY";"005438";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"896.00";"RUB"
"";"";"";"";"Светильники";"VILLY";"";"";""
"00-00005245";"Светодиод для светильника GW";"005245";"DesignLed";"Светильники";"Потолочные";"Накладные потолочные ";"165.00";"RUB"
"00-00005246";"Светодиод для светильника GW";"005246";"DesignLed";"Светильники";"Потолочные";"Накладные потолочные ";"365.00";"RUB"
"00-00005247";"Светодиод для светильника GW";"005247";"DesignLed";"Светильники";"Потолочные";"Накладные потолочные ";"436.00";"RUB"
"00-00007270";"Светодиодная линейка SWG";"007270";"SWG";"Подсветка";"Светодиодная лента";"Светодиодные линейки";"342.00";"RUB"
"00-00007271";"Светодиодная линейка SWG";"007271";"SWG";"Подсветка";"Светодиодная лента";"Светодиодные линейки";"342.00";"RUB"
"00-00007272";"Светодиодная линейка SWG";"007272";"SWG";"Подсветка";"Светодиодная лента";"Светодиодные линейки";"1215.00";"RUB"
"00-00007273";"Светодиодная линейка SWG";"007273";"SWG";"Подсветка";"Светодиодная лента";"Светодиодные линейки";"1215.00";"RUB"
"00-00007649";"Сенсорный датчик для зеркала";"007649";"SWG";"Управление светом";"Датчики";"Сенсорные датчики";"1014.00";"RUB"
"00-00000791";"Сенсорный мини-диммер";"000791";"SWG";"Управление светом";"Датчики";"Мини-диммеры";"1392.00";"RUB"
"00-00001085";"Сетка для профиля DesignLed";"001085";"DesignLed";"Профильные системы";"Профили для ленты";"Комплектующие";"1262.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Комплектующие";"";""
"00-00013286";"Силиконовая заглушка с боковым выводом провода";"013286";"SWG pro";"Подсветка";"Светодиодная лента";"Лента SWG";"165.00";"RUB"
"00-00013285";"Силиконовая заглушка с прямым выводом провода";"013285";"SWG pro";"Подсветка";"Светодиодная лента";"Лента SWG";"165.00";"RUB"
"00-00013599";"Система подвеса SY-LINK-SSP";"013599";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"856.00";"RUB"
"00-00006229";"Соединитель прямой Lumfer";"006229";"LumFer";"Профильные системы";"Профили для натяжного потолка";"Серия LF";"118.00";"RUB"
"9924";"Стандартная накладка белый";"";"";"Светильники";"COMBO 2";"";"";""
"9922";"Стандартная накладка черный";"";"";"Светильники";"COMBO 2";"";"";""
"00-00002024";"Стенд стандартный «Лента и профили»";"002024";"";"Маркетинговая продукция";"Настенные стенды";"";"";""
"00-00009882";"Стенд стандартный «Лента и профили» парящий";"009882";"";"Маркетинговая продукция";"Настенные стенды";"";"";""
"00-00009887";"Стенд стандартный «Неон»";"009887";"";"Маркетинговая продукция";"Настенные стенды";"";"";""
"00-00015476";"Стенд стандартный «Неон» парящий";"015476";"";"Маркетинговая продукция";"Настенные стенды";"";"";""
"00-00004796";"Стенд стандартный «Профиль люкс»";"004796";"";"Маркетинговая продукция";"Настенные стенды";"";"";""
"00-00013157";"Стенд стандартный «Профиль ПРО»";"013157";"";"Маркетинговая продукция";"Настенные стенды";"";"";""
"00-00002023";"Стенд стандартный «Профиль стандарт»";"002023";"";"Маркетинговая продукция";"Настенные стенды";"";"";""
"00-00002021";"Стенд стандартный «Светодиодная лента 5050»";"002021";"";"Маркетинговая продукция";"Настенные стенды";"";"";""
"00-00015474";"Стенд стандартный «Светодиодная лента 5050» парящий";"015474";"";"Маркетинговая продукция";"Настенные стенды";"";"";""
"00-00002019";"Стенд стандартный «Светодиодная лента люкс 2835»";"002019";"";"Маркетинговая продукция";"Настенные стенды";"";"";""
"00-00013330";"Стенд стандартный «Светодиодная лента люкс 2835» парящий";"013330";"";"Маркетинговая продукция";"Настенные стенды";"";"";""
"00-00002018";"Стенд стандартный «Светодиодная лента люкс»";"002018";"";"Маркетинговая продукция";"Настенные стенды";"";"";""
"00-00015472";"Стенд стандартный «Светодиодная лента люкс» парящий";"015472";"";"Маркетинговая продукция";"Настенные стенды";"";"";""
"00-00002022";"Стенд стандартный «Светодиодная лента солянка»";"002022";"";"Маркетинговая продукция";"Настенные стенды";"";"";""
"00-00015475";"Стенд стандартный «Светодиодная лента солянка» парящий";"015475";"";"Маркетинговая продукция";"Настенные стенды";"";"";""
"00-00008151";"Стенд стандартный «Термолента»";"008151";"";"Маркетинговая продукция";"Настенные стенды";"";"";""
"00-00009884";"Стенд стандартный «Термолента» парящий";"009884";"";"Маркетинговая продукция";"Настенные стенды";"";"";""
"00-00003371";"Съемник для профиля Lumker L";"003371";"Lumker";"Профильные системы";"Профили для ленты";"Серия L";"413.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия L";"";""
"00-00007389";"Т-коннектор для одноцветной/РГБ ленты";"007389";"SWG";"Подсветка";"Светодиодная лента";"Неоновая лента";"377.00";"RUB"
"00-00003443";"Термолента светодиодная";"003443";"SWG";"Подсветка";"Светодиодная лента";"Термолента";"2619.00";"RUB"
"00-00006231";"Термостойкая светодиодная лента RGB";"006231";"SWG";"Подсветка";"Светодиодная лента";"Термолента";"2619.00";"RUB"
"00-00001800";"Термостойкая светодиодная лента зеленого свечения";"001800";"SWG";"Подсветка";"Светодиодная лента";"Термолента";"2171.00";"RUB"
"00-00001801";"Термостойкая светодиодная лента красного свечения";"001801";"SWG";"Подсветка";"Светодиодная лента";"Термолента";"2171.00";"RUB"
"00-00001798";"Термостойкая светодиодная лента нейтрального свечения";"001798";"SWG";"Подсветка";"Светодиодная лента";"Термолента";"2171.00";"RUB"
"00-00001799";"Термостойкая светодиодная лента синего свечения";"001799";"SWG";"Подсветка";"Светодиодная лента";"Термолента";"2171.00";"RUB"
"00-00001797";"Термостойкая светодиодная лента теплого свечения";"001797";"SWG";"Подсветка";"Светодиодная лента";"Термолента";"2171.00";"RUB"
"00-00001946";"Термостойкая светодиодная лента холодного свечения";"001946";"SWG";"Подсветка";"Светодиодная лента";"Термолента";"2171.00";"RUB"
"00-00007054";"Торцевая заглушка для профиля LumFer PL01";"007054";"LumFer";"Профильные системы";"Профили для натяжного потолка";"Серия LF";"413.00";"RUB"
"00-00006566";"Торцевой элемент из профиля N01-BL";"006566";"LumFer";"Профильные системы";"Профили для натяжного потолка";"Серия LF";"3209.00";"RUB"
"00-00007052";"Торцевой элемент из профиля N01-WH";"007052";"LumFer";"Профильные системы";"Профили для натяжного потолка";"Серия LF";"3209.00";"RUB"
"00-00009111";"Трек SY низковольтный встраиваемый в натяжной потолок без провода питания, белый, SY-601201-CL-2-WH";"009111";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"9239.00";"RUB"
"00-00010625";"Трек SY низковольтный встраиваемый в натяжной потолок без провода питания, белый, SY-601201-CL-2-WH";"010625";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"9239.00";"RUB"
"00-00009110";"Трек SY низковольтный встраиваемый в натяжной потолок без провода питания, черный SY-601201-CL-2-BL";"009110";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"9239.00";"RUB"
"00-00010542";"Трек SY низковольтный встраиваемый в натяжной потолок без провода питания, черный SY-601201-CL-2-BL";"010542";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"9239.00";"RUB"
"00-00007388";"Угловой коннектор для одноцветной/РГБ ленты";"007388";"SWG";"Подсветка";"Светодиодная лента";"Неоновая лента";"306.00";"RUB"
"00-00006957";"Угловой коннектор для профиля PS50";"006957";"SWG PRO";"Профильные системы";"Профили для ленты";"Профиль PRO";"542.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Профиль PRO";"";""
"00-00006565";"Угол 90 из профиля N01-BL";"006565";"LumFer";"Профильные системы";"Профили для натяжного потолка";"Серия LF";"3209.00";"RUB"
"00-00007053";"Угол 90 из профиля N01-WH";"007053";"LumFer";"Профильные системы";"Профили для натяжного потолка";"Серия LF";"3209.00";"RUB"
"00-00007049";"Угол 90 из профиля PL01";"007049";"LumFer";"Профильные системы";"Профили для натяжного потолка";"Серия LF";"2000.00";"RUB"
"00-00007056";"Угол 90 из профиля TR30";"007056";"LumFer";"Профильные системы";"Профили для натяжного потолка";"Серия LF";"3209.00";"RUB"
"00-00003615";"Угол для низковольтного трека SY";"003615";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"2478.00";"RUB"
"00-00003616";"Угол для низковольтного трека SY";"003616";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"2478.00";"RUB"
"00-00005795";"Угол для низковольтного трека SY";"005795";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"4790.00";"RUB"
"00-00005796";"Угол для низковольтного трека SY";"005796";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"2478.00";"RUB"
"00-00009144";"Угол для низковольтного трека SY";"009144";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"2478.00";"RUB"
"00-00009145";"Угол для низковольтного трека SY";"009145";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"4790.00";"RUB"
"00-00010457";"Угол для низковольтного трека SY";"010457";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"4790.00";"RUB"
"00-00010593";"Угол для низковольтного трека SY";"010593";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"4790.00";"RUB"
"00-00010598";"Угол для низковольтного трека SY";"010598";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"2478.00";"RUB"
"00-00010596";"Угол для низковольтного трека SY";"010596";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"2478.00";"RUB"
"00-00016474";"Угол для низковольтного трека SY";"016474 ";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"3350.00";"RUB"
"00-00016474 ";"Угол для низковольтного трека SY";"016475";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"2478.00";"RUB"
"00-00016472";"Угол для низковольтного трека SY";"016472";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"4790.00";"RUB"
"00-00016473";"Угол для низковольтного трека SY";"016473";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"4790.00";"RUB"
"00-00016478";"Угол для низковольтного трека SY";"016478";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"3350.00";"RUB"
"00-00016476";"Угол для низковольтного трека SY";"016476";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"4790.00";"RUB"
"00-00003232";"Угол для профиля Lumker L5570";"003232";"Lumker";"Профильные системы";"Профили для ленты";"Серия L";"3905.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия L";"";""
"00-00003233";"Угол для профиля Lumker L5570";"003233";"Lumker";"Профильные системы";"Профили для ленты";"Серия L";"3622.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия L";"";""
"00-00003234";"Угол для профиля Lumker L5570";"003234";"Lumker";"Профильные системы";"Профили для ленты";"Серия L";"3622.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия L";"";""
"00-00003235";"Угол для профиля Lumker L5570";"003235";"Lumker";"Профильные системы";"Профили для ленты";"Серия L";"5156.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия L";"";""
"00-00003236";"Угол для профиля Lumker L5570";"003236";"Lumker";"Профильные системы";"Профили для ленты";"Серия L";"7634.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия L";"";""
"00-00003237";"Угол для профиля Lumker L9086";"003237";"Lumker";"Профильные системы";"Профили для ленты";"Серия L";"4873.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия L";"";""
"00-00003238";"Угол для профиля Lumker L9086";"003238";"Lumker";"Профильные системы";"Профили для ленты";"Серия L";"4531.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия L";"";""
"00-00003239";"Угол для профиля Lumker L9086";"003239";"Lumker";"Профильные системы";"Профили для ленты";"Серия L";"4531.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия L";"";""
"00-00003240";"Угол для профиля Lumker L9086";"003240";"Lumker";"Профильные системы";"Профили для ленты";"Серия L";"6619.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия L";"";""
"00-00003241";"Угол для профиля Lumker L9086";"003241";"Lumker";"Профильные системы";"Профили для ленты";"Серия L";"8708.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия L";"";""
"00-00006228";"Уголок 90 горизонтальный Lumfer";"006228";"LumFer";"Профильные системы";"Профили для натяжного потолка";"Серия LF";"118.00";"RUB"
"00-00007055";"Уголок пластиковый";"007055";"LumFer";"Профильные системы";"Профили для натяжного потолка";"Серия LF";"180.00";"RUB"
"00-00007048";"Уголок регулируемый";"007048";"LumFer";"Профильные системы";"Профили для натяжного потолка";"Серия LF";"153.00";"RUB"
"00-00007872";"Ультратонкий блок питания в металлическом корпусе, IP20, 300W, 12V";"007872";"SWG";"Подсветка";"Блоки питания";"SWG XT. Ультракомпактные IP20";"3988.00";"RUB"
"00-00007873";"Ультратонкий блок питания в металлическом корпусе, IP20, 300W, 24V";"007873";"SWG";"Подсветка";"Блоки питания";"SWG XT. Ультракомпактные IP20";"4271.00";"RUB"
"00-00007874";"Ультратонкий блок питания в металлическом корпусе, IP20, 400W, 12V";"007874";"SWG";"Подсветка";"Блоки питания";"SWG XT. Ультракомпактные IP20";"4602.00";"RUB"
"00-00007875";"Ультратонкий блок питания в металлическом корпусе, IP20, 400W, 24V";"007875";"SWG";"Подсветка";"Блоки питания";"SWG XT. Ультракомпактные IP20";"4838.00";"RUB"
"00-00006943";"Ультрафиолетовая лампа с датчиком движения";"006943";"SWG";"Светильники";"УФ Лампы";"";"1351.00";"RUB"
"00-00006942";"Ультрафиолетовая лампа с датчиком движения озоновая";"006942";"SWG";"Светильники";"УФ Лампы";"";"1351.00";"RUB"
"easy131";"Умная RGBW лампочка ES-SmartBulb";"";"";"Управление светом";"Умная лампочка EASYDIM";"";"2700.00";"RUB"
"00-00009151";"Усилитель AMP-DIM-30A-BL";"009151";"SWG";"Управление светом";"Контроллеры и диммеры";"Усилители";"1439.00";"RUB"
"00-00001074";"Усилитель AMP-DIM-6A";"001074";"SWG";"Управление светом";"Контроллеры и диммеры";"Усилители";"613.00";"RUB"
"00000001281";"Усилитель AMP-RGB-18A";"001281";"SWG";"Управление светом";"Контроллеры и диммеры";"Усилители";"1097.00";"RUB"
"00000000754";"Усилитель AMP-RGB-24A";"000754";"SWG";"Управление светом";"Контроллеры и диммеры";"Усилители";"1522.00";"RUB"
"00-00001071";"Усилитель AMP-RGB-24A-Bl";"001071";"SWG";"Управление светом";"Контроллеры и диммеры";"Усилители";"1522.00";"RUB"
"00-00000295";"Усилитель AMP-RGBW-24A";"000295";"SWG";"Управление светом";"Контроллеры и диммеры";"Усилители";"1522.00";"RUB"
"00-00003327";"Усилитель DMX-AMP";"003327";"EasyDim";"Управление светом";"Цифровое проводное управление";"DMX";"4059.00";"RUB"
"00-00001529";"Усилитель EasyDim ES-3001";"001529";"EasyDim";"Управление светом";"Беспроводная система EasyDim";"Усилители CV";"3587.00";"RUB"
"easy124";"Усилитель Easydim ES-3001";"";"";"Управление светом";"Приемники и усилители";"";"2100.00";"RUB"
"00-00001530";"Усилитель EasyDim ES-3002";"001530";"EasyDim";"Управление светом";"Беспроводная система EasyDim";"Усилители CV";"5286.00";"RUB"
"easy125";"Усилитель Easydim ES-3002";"";"";"Управление светом";"Приемники и усилители";"";"3100.00";"RUB"
"00-00001531";"Усилитель EasyDim ES-3003";"001531";"EasyDim";"Управление светом";"Беспроводная система EasyDim";"Усилители CV";"4153.00";"RUB"
"easy126";"Усилитель Easydim ES-3003";"";"";"Управление светом";"Приемники и усилители";"";"2400.00";"RUB"
"00-00005232";"Футляр демонстрационный";"005232";"";"Подсветка";"Светодиодная лента";"Лента LUX";"5534.00";"RUB"
"00-00005233";"Футляр демонстрационный";"005233";"";"Подсветка";"Светодиодная лента";"Лента LUX";"5534.00";"RUB"
"00-00007390";"Х-коннектор для одноцветной/РГБ ленты";"007390";"SWG";"Подсветка";"Светодиодная лента";"Неоновая лента";"566.00";"RUB"
"00-00007421";"ШИМ-фильтр PWM-240-12/24";"007421";"SWG";"Подсветка";"Блоки питания";"";"1451.00";"RUB"
"00-00013563";"Шинопровод встраиваемый SY-LINK";"013563";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"9656.00";"RUB"
"00-00013564";"Шинопровод встраиваемый SY-LINK";"013564";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"9515.00";"RUB"
"00-00013565";"Шинопровод встраиваемый SY-LINK";"013565";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"9656.00";"RUB"
"00-00013566";"Шинопровод встраиваемый SY-LINK";"013566";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"9515.00";"RUB"
"00-00013567";"Шинопровод встраиваемый SY-LINK";"013567";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"8008.00";"RUB"
"00-00013568";"Шинопровод встраиваемый SY-LINK";"013568";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"7913.00";"RUB"
"00-00013569";"Шинопровод накладной SY-LINK";"013569";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"8008.00";"RUB"
"00-00013570";"Шинопровод накладной SY-LINK";"013570";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"7866.00";"RUB"
"00-00013571";"Шинопровод накладной SY-LINK";"013571";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"7301.00";"RUB"
