"Внешний код";"Длинное наименование [OLD_NAME]";"Артикул [ARTNUMBER]";"Бренд [MANUFACTURER]";"Название раздела";"Название раздела";"Название раздела";"Цена ""Розничная цена""";"Валюта для цены ""Розничная цена""";"Количество на складе ""Основной склад (с. Дмитровское)"""
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00004848";"Светильник MINI VILLY S укороченный, потолочный накладной, 9Вт, 3000K, Черный";"004848";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"3976.00";"RUB";"180"
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00004849";"Светильник MINI VILLY S укороченный, потолочный накладной, 9Вт, 4000K, Черный";"004849";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"3976.00";"RUB";"290"
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00006739";"Светильник MOSS подвесной D400 Н45 LED 18W.";"006739";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"47282.00";"RUB";""
"00-00006740";"Светильник MOSS подвесной D500 Н45 LED 23W.";"006740";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"53607.00";"RUB";""
"00-00006725";"Светильник NIKED CIRCLE подвесной D500 H45 b45 H70 LED 23W";"006725";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"27010.00";"RUB";""
"00-00006743";"Светильник NOZZLE подвесной D500 Н280 LED 22W";"006743";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"81833.00";"RUB";""
"00-00006744";"Светильник NOZZLE подвесной D800 Н280 LED 36W";"006744";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"108784.00";"RUB";""
"00-00006745";"Светильник NOZZLEА подвесной D1100 Н280 LED 47W";"006745";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"139204.00";"RUB";""
"00-00004916";"Комплектация O-Type-5050-1708-130-WW: Профиль LS 5050, Лента 4x DSG 2835 WW 280L-V24-IP33, 700LED, 26W/m, LUX, подвесы. Без блока питания.";"004916";"DesignLed";"Профильные системы";"Светильники из профиля";"O-TYPE";"50480.00";"RUB";""
"";"";"";"";"Светильники";"Линейные";"Светильники из профиля";"";"";""
"00-00004918";"Комплектация PEN-Type-5050-05-65-NW: Профиль LS 5050, Лента 4x DSG 2835 WW 280L-V24-IP33, 700LED, 26W/m, LUX, подвесы. Без блока питания.";"004918";"DesignLed";"Профильные системы";"Светильники из профиля";"PEN-TYPE";"34125.00";"RUB";""
"";"";"";"";"Светильники";"Линейные";"Светильники из профиля";"";"";""
"00-00006734";"Светильник POLYGON
HEXAGON   h100  (Сторона 320мм)х6 LED 57W";"006734";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"61702.00";"RUB";""
"00-00011006";"Светильник POLYGON ROUND накладной D600 H100 LED 48W черный 4000К";"011006";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"22695.00";"RUB";"0"
"00-00006731";"Светильник POLYGONSQUARE   h100  (Сторона 420)х4 LED 40W";"006731";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"36367.00";"RUB";""
"00-00006733";"Светильник POLYGON
SQUARE   h100 (Сторона 620)х4 LED 86W";"006733";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"64251.00";"RUB";""
"00-00006732";"Светильник POLYGON
SQUARE  h100 (Сторона 520)х4 LED 52W";"006732";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"45913.00";"RUB";""
"00-00012305";"Светильник POLYGONSQUARE  h100 (Сторона 520)х4 LED 52W";"012305";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"38229.00";"RUB";""
"00-00008875";"Светильник POLYGON TRIANGLE h100 (Сторона L-450мм) LED 20W 4000К черный (чаша)";"008875";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"12407.00";"RUB";""
"00-00006736";"Светильник POLYGON
TRIANGLE   h100  (Сторона L-450мм) LED 20W";"006736";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"27494.00";"RUB";""
"00-00006737";"Светильник POLYGON
TRIANGLE   h100  (Сторона L-550) LED 31W";"006737";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"31742.00";"RUB";""
"00-00006735";"Светильник POLYGON
TRIANGLE   h100 ( Сторона L-350мм) LED 11W";"006735";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"22125.00";"RUB";""
"00-00012307";"Светильник RADIUS шестиугольник подвесной D600 LED 52W белый 4000К";"012307";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"47946.00";"RUB";"0"
"00-00006752";"Светильник ROUNDLINE подвесной L1000 H77 B70 LED 29W";"006752";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"22361.00";"RUB";""
"00-00006753";"Светильник ROUNDLINE подвесной L3000 Н120 В120 LED 129W";"006753";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"73097.00";"RUB";""
"00-00006717";"Светильник SECTION HEXAGON D550 Профиль 35х35 LED 44 W";"006717";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"37406.00";"RUB";""
"00-00006720";"Светильник SECTIONY 350х3 Профиль 35х35 LED 28W";"006720";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"27623.00";"RUB";""
"00-00006721";"Светильник SECTIONY 350х3 Профиль 71х65 LED 28W";"006721";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"30302.00";"RUB";""
"00-00006722";"Светильник SECTIONY 550х3 Профиль 35х35 LED 45W";"006722";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"34161.00";"RUB";""
"00-00006723";"Светильник SECTIONY 550х3 Профиль 35х35 LED 45W";"006723";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"38373.00";"RUB";""
"00-00006718";"Светильник SECTOIN TRIANGLE 350х3 Профиль 35х35 LED 28W";"006718";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"27623.00";"RUB";""
"00-00006719";"Светильник SECTOIN TRIANGLE 550х3 Профиль 35х35 LED 45W";"006719";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"34161.00";"RUB";""
"00-00006749";"Светильник SHELL подвесной L1200 H40 B40 LED 35W";"006749";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"22032.00";"RUB";""
"00-00006748";"Светильник SHELL подвесной L800 H40 B40 LED 23W";"006748";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"18482.00";"RUB";""
"00-00006712";"Светильник SPINNER  подвесной d580 H45 B45   LED 24Вт";"006712";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"80818.00";"RUB";""
"00-00012303";"Светильник SPINNER  подвесной d580 H45 B45 LED 24Вт";"012303";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"";"";""
"00-00001619";"Светильник светодиодный армстронг ARM, Белый, Сталь/оптический поликарбонат призма, Холодный белый (6500K), 40Вт, IP40";"001619";"SWG";"Светильники";"Потолочные";"Армстронг";"3599.00";"RUB";"0"
"00-00003739";"Светильник светодиодный армстронг AT, Белый, Пластик + алюминий, Нейтральный белый (4000-4500K), 40Вт, IP40";"003739";"SWG";"Светильники";"Потолочные";"Армстронг";"2938.00";"RUB";""
"00-00003740";"Светильник светодиодный армстронг AT, Белый, Пластик + алюминий, Теплый белый (3200-3700K), 40Вт, IP40";"003740";"SWG";"Светильники";"Потолочные";"Армстронг";"2938.00";"RUB";"0"
"00-00006959";"Светильник светодиодный  DL, Белый, Алюминий+пластик, Теплый белый (3000K), 7Вт, IP65";"006959";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"2725.00";"RUB";"547"
"00-00006960";"Светильник светодиодный  DL, Белый, Алюминий+пластик, Нейтральный белый (4000K), 7Вт, IP65";"006960";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"2725.00";"RUB";"0"
"00-00015032";"Светильник светодиодный  DL, Белый, Алюминий+пластик, Теплый белый (3000K), 7Вт, IP65";"015032";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"2725.00";"RUB";"0"
"00-00015033";"Светильник светодиодный  DL, Белый, Алюминий+пластик, Нейтральный белый (4000K), 7Вт, IP65";"015033";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"2725.00";"RUB";"664"
"00-00001809";"Светильник светодиодный потолочный встраиваемый P, Белый, Сталь/Стекло, Нейтральный белый (4000-4500K), 6Вт, IP20";"001809";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"1286.00";"RUB";"1"
"09-00900069";"Светильник светодиодный потолочный встраиваемый P, Белый, Сталь/Стекло, Нейтральный белый (4000-4500K), 12Вт, IP20";"900069";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"2277.00";"RUB";"0"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00001468";"Светильник светодиодный потолочный встраиваемый P, Белый, Сталь/Стекло, Нейтральный белый (4000-4500K), 18Вт, IP20";"001468";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"3693.00";"RUB";"10"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00001811";"Светильник светодиодный потолочный встраиваемый P, Белый, Сталь/Стекло, Нейтральный белый (4000-4500K), 6Вт, IP20";"001811";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"1286.00";"RUB";"0"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"09-00900070";"Светильник светодиодный потолочный встраиваемый P, Белый, Сталь/Стекло, Нейтральный белый (4000-4500K), 12Вт, IP20";"900070";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"2277.00";"RUB";"2"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00001810";"Светильник светодиодный потолочный встраиваемый P, Белый, Сталь/Стекло, Нейтральный белый (4000-4500K), 18Вт, IP20";"001810";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"3693.00";"RUB";"0"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00003512";"Светильник светодиодный потолочный встраиваемый P, Белый, Сталь/Стекло, Холодный белый (6000-6500K), 18Вт, IP20";"003512";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"3693.00";"RUB";"0"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00003510";"Светильник светодиодный потолочный встраиваемый P, Белый, Сталь/Стекло, Холодный белый (6000-6500K), 6Вт, IP20";"003510";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"1286.00";"RUB";"0"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00002403";"Светильник светодиодный потолочный встраиваемый PL, Белый, Пластик + алюминий, Нейтральный белый (4000-4500K), 3Вт, IP20";"002403";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"566.00";"RUB";"0"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00002404";"Светильник светодиодный потолочный встраиваемый PL, Белый, Пластик + алюминий, Теплый белый (2700-3000K), 3Вт, IP20";"002404";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"566.00";"RUB";"13"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00002405";"Светильник светодиодный потолочный встраиваемый PL, Белый, Пластик + алюминий, Нейтральный белый (4000-4500K), 6Вт, IP20";"002405";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"625.00";"RUB";"0"
"00-00002406";"Светильник светодиодный потолочный встраиваемый PL, Белый, Пластик + алюминий, Теплый белый (2700-3000K), 6Вт, IP20";"002406";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"625.00";"RUB";"0"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00002407";"Светильник светодиодный потолочный встраиваемый PL, Белый, Пластик + алюминий, Нейтральный белый (4000-4500K), 12Вт, IP20";"002407";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"849.00";"RUB";"0"
"00-00002408";"Светильник светодиодный потолочный встраиваемый PL, Белый, Пластик + алюминий, Теплый белый (2700-3000K), 12Вт, IP20";"002408";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"849.00";"RUB";"0"
"00-00002409";"Светильник светодиодный потолочный встраиваемый PL, Белый, Пластик + алюминий, Нейтральный белый (4000-4500K), 18Вт, IP20";"002409";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"1050.00";"RUB";"0"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00002410";"Светильник светодиодный потолочный встраиваемый PL, Белый, Пластик + алюминий, Теплый белый (2700-3000K), 18Вт, IP20";"002410";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"1050.00";"RUB";"0"
"00-00002412";"Светильник светодиодный потолочный встраиваемый PL, Белый, Пластик + алюминий, Нейтральный белый (4000-4500K), 24Вт, IP20";"002412";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"2065.00";"RUB";"11"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00002411";"Светильник светодиодный потолочный встраиваемый PL, Белый, Пластик + алюминий, Теплый белый (2700-3000K), 24Вт, IP20";"002411";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"2065.00";"RUB";"0"
"00-00002413";"Светильник светодиодный потолочный встраиваемый PL, Белый, Пластик + алюминий, Нейтральный белый (4000-4500K), 3Вт, IP20";"002413";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"578.00";"RUB";"0"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00002414";"Светильник светодиодный потолочный встраиваемый PL, Белый, Пластик + алюминий, Теплый белый (2700-3000K), 3Вт, IP20";"002414";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"578.00";"RUB";"10"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00002415";"Светильник светодиодный потолочный встраиваемый PL, Белый, Пластик + алюминий, Нейтральный белый (4000-4500K), 6Вт, IP20";"002415";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"743.00";"RUB";"0"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00002416";"Светильник светодиодный потолочный встраиваемый PL, Белый, Пластик + алюминий, Теплый белый (2700-3000K), 6Вт, IP20";"002416";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"743.00";"RUB";"176"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00002417";"Светильник светодиодный потолочный встраиваемый PL, Белый, Пластик + алюминий, Нейтральный белый (4000-4500K), 18Вт, IP20";"002417";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"1675.00";"RUB";""
"00-00002418";"Светильник светодиодный потолочный встраиваемый PL, Белый, Пластик + алюминий, Теплый белый (2700-3000K), 18Вт, IP20";"002418";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"1675.00";"RUB";""
"00-00002419";"Светильник светодиодный потолочный встраиваемый PL, Белый, Пластик + алюминий, Нейтральный белый (4000-4500K), 24Вт, IP20";"002419";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"2808.00";"RUB";"0"
"00-00002420";"Светильник светодиодный потолочный встраиваемый PL, Белый, Пластик + алюминий, Теплый белый (2700-3000K), 24Вт, IP20";"002420";"SWG";"Светильники";"Потолочные";"Встраиваемые светильники";"2808.00";"RUB";"0"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00002933";"Комплектация Tree-A-5050-WW: Профиль LS 5050, Лента 4x DSG 2835 WW 280L-V24-IP33, 700LED, 26W/m, LUX, подвесы. Без блока питания";"002933";"DesignLed";"Профильные системы";"Светильники из профиля";"TREE";"36532.00";"RUB";""
"";"";"";"";"Светильники";"Линейные";"Светильники из профиля";"";"";""
"00-00002950";"Комплектация Tree-A-5050-NW: Профиль LS 5050, Лента 4x DSG 2835 NW 280L-V24-IP33, 700LED, 26W/m, LUX, подвесы. Без блока питания";"002950";"DesignLed";"Профильные системы";"Светильники из профиля";"TREE";"36532.00";"RUB";""
"";"";"";"";"Светильники";"Линейные";"Светильники из профиля";"";"";""
"00-00002934";"Комплектация Tree-B-5050-WW: Профиль LS 5050, Лента 4x DSG 2835 WW 280L-V24-IP33, 700LED, 26W/m, LUX, подвесы. Без блока питания";"002934";"DesignLed";"Профильные системы";"Светильники из профиля";"TREE";"26786.00";"RUB";""
"";"";"";"";"Светильники";"Линейные";"Светильники из профиля";"";"";""
"00-00002881";"Комплектация Tree-B-5050-NW: Профиль LS 5050, Лента 4x DSG 2835 NW 280L-V24-IP33, 700LED, 26W/m, LUX, подвесы. Без блока питания";"002881";"DesignLed";"Профильные системы";"Светильники из профиля";"TREE";"26786.00";"RUB";""
"";"";"";"";"Светильники";"Линейные";"Светильники из профиля";"";"";""
"00-00008890";"";"008890";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"17735.00";"RUB";"0"
"00-00008893";"";"008893";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"13858.00";"RUB";"0"
"00-00008892";"";"008892";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"7441.00";"RUB";"0"
"00-00006729";"Светильник TUBE подвесной D50 Н400 Е14-1шт.";"006729";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"13263.00";"RUB";""
"00-00006730";"Светильник TUBE подвесной D50 Н600 Е14-1шт.";"006730";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"14537.00";"RUB";""
"00-00004915";"Комплектация U-Type-5050-1903-65-NW: Профиль LS 5050, Лента 4x DSG 2835 WW 280L-V24-IP33, 700LED, 26W/m, LUX, подвесы. Без блока питания.";"004915";"DesignLed";"Профильные системы";"Светильники из профиля";"U-TYPE";"27694.00";"RUB";""
"";"";"";"";"Светильники";"Линейные";"Светильники из профиля";"";"";""
"00-00003007";"LED светильник потолочный UF034-40-WH-NW Белый 50Вт 4000";"003007";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"40426.00";"RUB";"0"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00003008";"LED светильник потолочный UF034-60-WH-NW Белый 100Вт 4000";"003008";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"50940.00";"RUB";"0"
"00-00003009";"LED светильник потолочный UF034-80-WH-NW Белый 150Вт 4000";"003009";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"61454.00";"RUB";"0"
"00-00003010";"LED светильник потолочный UF051-47-WH-NW Белый 47Вт 4000";"003010";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"39931.00";"RUB";"0"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00003408";"Светильник VILLY, потолочный накладной, 15Вт, 3000K, Черный";"003408";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4425.00";"RUB";"1"
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00003409";"Светильник VILLY, потолочный накладной, 15Вт, 4000K, Черный";"003409";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4425.00";"RUB";"758"
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00003410";"Светильник VILLY, потолочный накладной, 15Вт, 3000K, Белый";"003410";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4425.00";"RUB";"614"
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00003411";"Светильник VILLY, потолочный накладной, 15Вт, 4000K, Белый";"003411";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4425.00";"RUB";"195"
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00004290";"Светильник VILLY, потолочный накладной, 15Вт, 3000K, Золото";"004290";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4637.00";"RUB";"0"
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00004291";"Светильник VILLY, потолочный накладной, 15Вт, 4000K, Серебро";"004291";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4637.00";"RUB";"1"
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00004292";"Светильник VILLY, потолочный накладной, 15Вт, 4000K, Бронза";"004292";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4637.00";"RUB";"0"
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00004719";"Светильник VILLY, потолочный накладной, 15Вт, 4000K, Золото";"004719";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4637.00";"RUB";"0"
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00004720";"Светильник VILLY, потолочный накладной, 15Вт, 3000K, Серебро";"004720";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4637.00";"RUB";"0"
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00004721";"Светильник VILLY, потолочный накладной, 15Вт, 3000K, Бронза";"004721";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4637.00";"RUB";"0"
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00004821";"Светильник VILLY, потолочный накладной, 15Вт, 3000K, Красный";"004821";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4637.00";"RUB";""
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00004822";"Светильник VILLY, потолочный накладной, 15Вт, 3000K, Голубой";"004822";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4637.00";"RUB";""
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00004823";"Светильник VILLY, потолочный накладной, 15Вт, 3000K, Синий";"004823";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4637.00";"RUB";""
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00004824";"Светильник VILLY, потолочный накладной, 15Вт, 3000K, Зеленый";"004824";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4637.00";"RUB";""
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00004825";"Светильник VILLY, потолочный накладной, 15Вт, 3000K, Зеленый темн.";"004825";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4637.00";"RUB";""
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00004826";"Светильник VILLY, потолочный накладной, 15Вт, 3000K, Бежевый";"004826";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4637.00";"RUB";""
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00004828";"Светильник VILLY, потолочный накладной, 15Вт, 3000K, Золото мат.";"004828";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4637.00";"RUB";"0"
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00004827";"Светильник VILLY, потолочный накладной, 15Вт, 3000K, Розовый";"004827";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4637.00";"RUB";"0"
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00004829";"Светильник VILLY, потолочный накладной, 15Вт, 3000K, Серебро мат.";"004829";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4637.00";"RUB";""
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00005900";"Неокрашенная база светильника VILLY, потолочный накладной, 15Вт, 3000K,";"005900";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4212.00";"RUB";"0"
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00005899";"Неокрашенная база светильника VILLY, потолочный накладной, 15Вт, 4000K,";"005899";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4212.00";"RUB";"0"
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00004052";"Светильник VILLY 2 удлинненный, потолочный накладной, 15Вт, 3000K, Черный, рекомендованное альтернативное крепление - VL-М6";"004052";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"5687.00";"RUB";"135"
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00004053";"Светильник VILLY 2 удлинненный, потолочный накладной, 15Вт, 4000K, Черный, рекомендованное альтернативное крепление - VL-М6";"004053";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"5687.00";"RUB";"328"
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00004054";"Светильник VILLY 2 удлинненный, потолочный накладной, 15Вт, 3000K, Белый, рекомендованное альтернативное крепление - VL-М6";"004054";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"5687.00";"RUB";"131"
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00004055";"Светильник VILLY 2 удлинненный, потолочный накладной, 15Вт, 4000K, Белый, рекомендованное альтернативное крепление - VL-М6";"004055";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"5687.00";"RUB";"156"
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00004842";"Светильник VILLY SHORT укороченный, потолочный накладной, 15Вт, 4000K, Белый";"004842";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4425.00";"RUB";"166"
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00004843";"Светильник VILLY SHORT укороченный, потолочный накладной, 15Вт, 3000K, Белый";"004843";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4425.00";"RUB";"82"
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00004844";"Светильник VILLY SHORT укороченный, потолочный накладной, 15Вт, 3000K, Черный";"004844";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4425.00";"RUB";"62"
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00004845";"Светильник VILLY SHORT укороченный, потолочный накладной, 15Вт, 4000K, Черный";"004845";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4425.00";"RUB";"510"
"";"";"";"";"Светильники";"VILLY";"";"";"";""
"00-00006482";"";"006482";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"44766.00";"RUB";""
"00-00002298";"Светильник встраиваемый GX53-H4";"002298";"SWG";"Светильники";"Потолочные";"Светильники под лампы";"306.00";"RUB";"0"
"00-00002297";"Светильник встраиваемый GX53-H4";"002297";"SWG";"Светильники";"Потолочные";"Светильники под лампы";"306.00";"RUB";"0"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00002301";"Светильник встраиваемый GX53-H4";"002301";"SWG";"Светильники";"Потолочные";"Светильники под лампы";"306.00";"RUB";"0"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00002299";"Светильник встраиваемый GX53-H4";"002299";"SWG";"Светильники";"Потолочные";"Светильники под лампы";"306.00";"RUB";"0"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00002300";"Светильник встраиваемый GX53-H4";"002300";"SWG";"Светильники";"Потолочные";"Светильники под лампы";"306.00";"RUB";"0"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00002296";"Светильник встраиваемый GX53-H4";"002296";"SWG";"Светильники";"Потолочные";"Светильники под лампы";"306.00";"RUB";"0"
